index,Date,Year,Type,Country,Area,Location,Activity,Gender,Age,Fatal,Time,href formula,ISO_code
1828,2005-03-05 00:00:00,2005,Unprovoked,SOLOMON ISLANDS,Santa Isabel Province,,Diving,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.03.05-SolomonIslands.pdf,SB
1829,2005-02-26 00:00:00,2005,Unprovoked,AUSTRALIA,Queensland,Brisbane River,Swimming,M,18,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.02.26-Shaxson.pdf,AU
1830,2005-02-22 00:00:00,2005,Provoked,USA,Florida,"Long Key, Monroe County",Fishing,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.02.22-AlexMumzhiu.pdf,US
1831,2005-02-16 00:00:00,2005,Unprovoked,USA,Hawaii,"Rocky Point, north shore of O''ahu",Surfing and Other Board Sports,M,0,N,14:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.02.16-Long.pdf,US
1832,2005-02-13 00:00:00,2005,Unprovoked,USA,Florida,Fort Lauderdale,Fishing,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.02.13-FtLauderdale.pdf,US
1833,2005-02-04 00:00:00,2005,Unprovoked,BRAZIL,Bahia,Ilhéus,Surfing and Other Board Sports,M,12,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.02.04-Pereira.pdf,BR
1834,2005-01-20 00:00:00,2005,Unprovoked,CUBA,Santiago de Cuba Province,Uvero,Swimming,M,19,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.01.20-Jerez.pdf,CU
1835,2005-01-19 00:00:00,2005,Provoked,AUSTRALIA,Victoria,Port Phillip Bay,Fishing,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.01.19-McLaughlin.pdf,AU
1836,2005-01-14 00:00:00,2005,Provoked,AUSTRALIA,Victoria,Blairgowrie,Other,,0,N,14:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.01.14-raceboat.pdf,AU
1837,2005-01-08 00:00:00,2005,Watercraft,NEW ZEALAND,North Island,Taupiri Bay,Fishing,M,39,N,12:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.01.08-PaulMorris.pdf,NZ
1838,2004-12-16 00:00:00,2004,Unprovoked,AUSTRALIA,South Australia,"West Beach, Adelaide",Other,M,18,Y,15:15:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.12.16-Peterson-draft.pdf,AU
1839,2004-12-11 00:00:00,2004,Unprovoked,AUSTRALIA,Queensland,Opal Reef,Fishing,M,38,Y,13:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.12.11-Thompson.pdf,AU
1840,2004-11-27 00:00:00,2004,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing and Other Board Sports,M,20,N,18:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.11.27-Maske.pdf,ZA
1841,2004-11-26 00:00:00,2004,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Gonubie,Other,M,16,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.11.26-ArnoDeBruyn.pdf,ZA
1842,2004-11-15 00:00:00,2004,Unprovoked,SOUTH AFRICA,Western Cape Province,"Fish Hoek, False Bay",Swimming,F,77,Y,07:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.11.15-TynaWebb.pdf,ZA
1843,2004-11-11 00:00:00,2004,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing and Other Board Sports,UNKNOWN,38,N,13:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.11.11.b-Kang.pdf,US
1844,2004-11-11 00:00:00,2004,Unprovoked,VANUATU,Malampa Province,Malakula (Malakula Island),Snorkeling,M,0,N,09:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.11.11.a-Vanuatu.pdf,VU
1845,,2004,Unprovoked,NEW CALEDONIA,North Province,Koumac,Diving,,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.11.00-Koumac.pdf,NC
1846,2004-10-31 00:00:00,2004,Unprovoked,CUBA,Camaguey Province,Santa Lucia,Diving,M,40,N,14:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.10.31-CubanSharkFeed.pdf,CU
1847,2004-10-30 00:00:00,2004,Unprovoked,SOUTH AFRICA,Western Cape Province,Gansbaai,Other,M,52,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.10.30.a-Hartman.pdf,ZA
1848,2004-10-21 00:00:00,2004,Unprovoked,AUSTRALIA,New South Wales,Stockton Beach,Surfing and Other Board Sports,M,59,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.10.21-Gresham.pdf,AU
1849,2004-10-10 00:00:00,2004,Unprovoked,USA,California,"Limantour Beach, Point Reyes National Seashore",Surfing and Other Board Sports,M,0,N,09:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.10.10-deJung.pdf,US
1850,2004-10-09 00:00:00,2004,Unprovoked,USA,Hawaii,Moloka'i,Fishing,M,34,N,12:40:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.10.09.b-Sanada.pdf,US
1851,2004-10-09 00:00:00,2004,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffrey’s Bay,Surfing and Other Board Sports,M,34,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.10.09.a-Monk.pdf,ZA
1852,2004-10-06 00:00:00,2004,Unprovoked,REUNION,Conservatória District,"P'' tit Paris, Saint-Pierre",Surfing and Other Board Sports,M,15,N,16:15:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.10.06-Motais.pdf,RE
1853,2004-10-02 00:00:00,2004,Unprovoked,USA,California,"Pismo Beach, San Luis Obispo County",Surfing and Other Board Sports,M,16,N,15:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.10.02-Ikola.pdf,US
1854,2004-10-01 00:00:00,2004,Unprovoked,USA,California,"Lifeguard Tower 16, Huntington Beach, Orange County",Surfing and Other Board Sports,M,40,N,14:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.10.01-Wilson.pdf,US
1855,2004-09-25 00:00:00,2004,Watercraft,AUSTRALIA,Queensland,Batt Reef,Fishing,,0,N,12:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.09.25-CroppBoat.pdf,AU
1856,2004-09-20 00:00:00,2004,Unprovoked,USA,Oregon,Gold  Beach,Surfing and Other Board Sports,M,26,N,09:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.09.20-Mead.pdf,US
1857,2004-09-08 00:00:00,2004,Unprovoked,BRAZIL,Pernambuco,"Pina, Recife",Swimming,,0,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.09.08-Pina.pdf,BR
1858,2004-09-04 00:00:00,2004,Unprovoked,USA,South Carolina ,"North of Apache Pier, Myrtle Beach, Horry County",Other,F,17,N,15:40:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.09.04-Durham.pdf,US
1859,2004-08-29 00:00:00,2004,Unprovoked,USA,Florida,"New Smyrna Beach / Cape Canaveral  National Seashore, Brevard County",Other,F,38,N,17:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.08.29-Salamone.pdf,US
1860,2004-08-21 00:00:00,2004,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Other,M,24,N,13:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.08.21-daSilva.pdf,BR
1861,2004-08-20 00:00:00,2004,Unprovoked,USA,California,"204s, San Clemente, Orange County",Surfing and Other Board Sports,M,0,N,17:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.08.20-Lehmann.pdf,US
1862,2004-08-15 00:00:00,2004,Unprovoked,USA,California,"Kibesillah, Mendocino County",Diving,M,50,Y,16:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.08.15-Fry.pdf,US
1863,2004-08-06 00:00:00,2004,Unprovoked,USA,Florida,"Big Bayou, St. Petersburg, Pinellas County ",Swimming,M,47,N,20:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.08.06-Tiffee.pdf,US
1864,2004-08-03 00:00:00,2004,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,Fishing,M,30,N,14:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.08.03-ByronBay.pdf,AU
1865,,2004,Watercraft,SOUTH AFRICA,KwaZulu-Natal,Park Rynie,Fishing,,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.08.00-SAboats.pdf,ZA
1866,2004-07-31 00:00:00,2004,Unprovoked,USA,Florida,"Cocoa  Beach, Brevard County",Surfing and Other Board Sports,F,20,N,13:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.07.31-Getzfread.pdf,US
1867,2004-07-30 00:00:00,2004,Unprovoked,RUSSIA,Kuril Islands in the Pacific,"Kunashir Island, 70 km from northern Japan",Diving,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.07.30-Skutelnik.pdf,RU
1868,2004-07-28 00:00:00,2004,Unprovoked,USA,North Carolina,"Rodanthe, Dare County",Surfing and Other Board Sports,F,28,N,17:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.07.28-Delneo.pdf,US
1869,2004-07-27 00:00:00,2004,Unprovoked,USA,North Carolina,"Carolina Beach, New Hanover County",Swimming,F,13,N,17:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.07.27.b-Huesgen.pdf,US
1870,2004-07-27 00:00:00,2004,Unprovoked,USA,Texas,Galveston Island,Swimming,F,19,N,16:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.07.27.a-Hailey.pdf,US
1871,2004-07-25 00:00:00,2004,Unprovoked,USA,Texas,"Bryan Beach, Brazoria County",Fishing,M,11,N,19:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.07.25-AaronPerez.pdf,US
1872,2004-07-19 00:00:00,2004,Watercraft,AUSTRALIA,Western Australia,"7 km off Trigg surf beach, Perth",Fishing,,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.07.19.R-boat.pdf,AU
1873,2004-07-15 00:00:00,2004,Unprovoked,JAPAN,Wakayama Prefecture,Susami,Fishing,M,51,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.07.15-Torimi.pdf,JP
1874,2004-07-10 00:00:00,2004,Unprovoked,AUSTRALIA,Western Australia,"Lefthanders Beach, Margaret River",Surfing and Other Board Sports,M,30,Y,14:10:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.07.10-BradSmith.pdf,AU
1875,2004-07-02 00:00:00,2004,Unprovoked,EGYPT,Sinai Peninsula,The lagoon at Dahab,Snorkeling,F,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.07.02.b-MiriamBuser.pdf,EG
1876,2004-07-02 00:00:00,2004,Unprovoked,USA,Alabama,"Gulf Shores Beach, Baldwin County",Wading,M,7,N,16:40:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.07.02.a-TrentonMartin.pdf,US
1877,2004-06-26 00:00:00,2004,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",Surfing and Other Board Sports,M,45,N,09:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.06.26.b-French.pdf,US
1878,2004-06-14 00:00:00,2004,Unprovoked,USA,Florida,"Disney / Vero Beach, Indian River County",Diving,F,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.06.14-Disney.pdf,US
1879,2004-06-10 00:00:00,2004,Unprovoked,AUSTRALIA,Western Australia,Bunbury,Surfing and Other Board Sports,M,17,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.06.10.b-O'Brien.pdf,AU
1880,2004-06-10 00:00:00,2004,Unprovoked,USA,Florida,"Daytona Beach Shores, Volusia County",Swimming,M,8,N,18:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.06.10.a-Anderson.pdf,US
1881,2004-06-02 00:00:00,2004,Unprovoked,SOUTH AFRICA,Western Cape Province,Dyer Island,Swimming,M,21,Y,15:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.06.02-Mayabai.pdf,ZA
1882,2004-05-29 00:00:00,2004,Unprovoked,USA,Texas,"Pirate''s Beach, Galveston Island",Wading,M,16,N,19:45:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.05.29-Eckstrum.pdf,US
1883,2004-05-23 00:00:00,2004,Unprovoked,BRAZIL,Pernambuco,Piedade Beach,Swimming,M,17,N,14:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.05.23.b-Silva.pdf,BR
1884,2004-05-28 00:00:00,2004,Unprovoked,USA,California,"Salmon Creek, Sonoma County",Surfing and Other Board Sports,M,44,N,11:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.05.28-Connor.pdf,US
1885,2004-05-23 00:00:00,2004,Unprovoked,USA,Florida,"St. Augustine, St. John''s County",Surfing and Other Board Sports,M,9,N,12:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.05.23.a - St.Augustine.pdf,US
1886,2004-05-22 00:00:00,2004,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Other,F,9,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.05.22.b-Grogan.pdf,US
1887,2004-05-22 00:00:00,2004,Unprovoked,BRAZIL,Pernambuco,"Piedade Beach, Recife",Wading,F,24,N,16:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.05.22.a-Bringel.pdf,BR
1888,2004-05-18 00:00:00,2004,Provoked,BAHAMAS,Abaco Islands,Green Turtle Cay,Diving,M,63,N,15:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.05.18-Leander.pdf,BS
1889,2004-05-04 00:00:00,2004,Unprovoked,USA,Texas,Channel between South Padre Island & Padre Island National Seashore,Surfing and Other Board Sports,M,28,N,16:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.05.04-Gore.pdf,US
1890,2004-05-01 00:00:00,2004,Unprovoked,BRAZIL,Pernambuco,Piedade ,Swimming,M,22,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.05.01-Orlando.pdf,BR
1891,2004-04-26 00:00:00,2004,Unprovoked,AUSTRALIA,New South Wales,"Latitude Reef, near Forster",Diving,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.04.26-Griffin.pdf,AU
1892,2004-04-22 00:00:00,2004,Watercraft,NEW ZEALAND,North Island,Motunui,Fishing,,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.04.22-boatLive'N-Hope.pdf,NZ
1893,2004-04-13 00:00:00,2004,Unprovoked, TONGA,Nuku'alofa,30 nautical miles offshore,Fishing,M,0,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.04.13.b-Tonga.pdf,
1894,2004-04-07 00:00:00,2004,Unprovoked,USA,Hawaii,"Kahana Beach, Maui",Surfing and Other Board Sports,M,57,Y,07:08:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.04.07-McInnis.pdf,US
1895,2004-04-05 00:00:00,2004,Unprovoked,SOUTH AFRICA,Western Cape Province,"Surfers'' Corner, Muizenberg, False Bay",Surfing and Other Board Sports,M,16,N,14:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.04.05-JP-Andrew.pdf,ZA
1896,2004-03-31 00:00:00,2004,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Other,M,26,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.03.31.b-Rapp.pdf,US
1897,2004-03-31 00:00:00,2004,Unprovoked,USA,Florida,"Stuart Rocks, Martin County",Surfing and Other Board Sports,M,20,N,09:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.03.31.a-Dean.pdf,US
1898,2004-03-29 00:00:00,2004,Unprovoked,BRAZIL,Pernambuco,Piedade Beach,Surfing and Other Board Sports,M,22,N,07:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.03.29-Souza.pdf,BR
1899,2004-03-28 00:00:00,2004,Unprovoked,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",Surfing and Other Board Sports,M,0,N,15:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.03.28-PelicanBeach.pdf,US
1900,2004-03-27 00:00:00,2004,Unprovoked,REUNION,Saint-Benoît,Spot de la gare,Surfing and Other Board Sports,M,20,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.03.27.b-Lorion.pdf,RE
1901,2004-03-27 00:00:00,2004,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Swimming,M,61,N,08:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.03.27.a-Hoffman.pdf,US
1902,2004-03-24 00:00:00,2004,Unprovoked,USA,Hawaii,Punaluu,Snorkeling,F,0,N,10:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.03.24-Mooney.pdf,US
1903,2004-03-22 00:00:00,2004,Unprovoked,NEW ZEALAND,North Island,Te Arai Point,Fishing,M,0,N,12:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.03.22-Fraser.pdf,NZ
1904,2004-03-16 00:00:00,2004,Unprovoked,USA,Hawaii,"Kalihiwai Beach, Kauai",Surfing and Other Board Sports,M,51,N,07:45:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.03.16-Orth.pdf,US
1905,2004-03-06 00:00:00,2004,Unprovoked,AUSTRALIA,Western Australia,5 nm off Cervantes,Fishing,M,47,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.03.06-Pickering.pdf,AU
1906,2004-02-29 00:00:00,2004,Unprovoked,BRAZIL,Pernambuco,"Piedade Beach, Recife",Swimming,M,29,Y,15:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.02.29-dosSantos.pdf,BR
1907,2004-02-26 00:00:00,2004,Unprovoked,NEW ZEALAND,"South Island, near Karitane north of Dunedin",South Beach,Surfing and Other Board Sports,M,15,N,19:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.02.26-Blair.pdf,NZ
1908,2004-02-21 00:00:00,2004,Unprovoked,AUSTRALIA,New South Wales,"Taree, Old Bar Beach",Swimming,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.02.21-Taree.pdf,AU
1909,2004-02-14 00:00:00,2004,Unprovoked,EGYPT,,"Coral Bay, Sharm-el-Sheikh",Snorkeling,M,0,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.02.14-Sinai.pdf,EG
1910,2004-02-11 00:00:00,2004,Unprovoked,AUSTRALIA,New South Wales,Caves Beach,Snorkeling,M,22,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.02.11-Tresoglavic.pdf,AU
1911,2004-01-25 00:00:00,2004,Unprovoked,AUSTRALIA,Western Australia,Binningup,Diving,M,46,N,11:05:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.01.25-Oppert.pdf,AU
1912,2004-01-23 00:00:00,2004,Unprovoked,URUGUAY,Rocha,Ensenada de la Coronilla,Surfing and Other Board Sports,M,21,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.01.23-Uruguay.pdf,UY
1913,2004-01-21 00:00:00,2004,Unprovoked,VENEZUELA,Anzoategui,"Playa Colorada Beach, Mochima National Park, only 200 m west of Santa Cruz Beach",Swimming,M,0,N,14:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.01.21.b-Moeller.pdf,VE
1914,2004-01-21 00:00:00,2004,Unprovoked,VENEZUELA,Anzoategui,"Santa Cruz Beach, Mochima National Park, 250 km from Caracas",Fishing,M,40,N,11:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.01.21.a-Gonzalez.pdf,VE
1915,2004-01-15 00:00:00,2004,Watercraft,SOUTH AFRICA,KwaZulu-Natal,Ballito,Other,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.01.15.R-Ballito.pdf,ZA
1916,2004-01-12 00:00:00,2004,Unprovoked,AUSTRALIA,New South Wales,Bushrangers Pass at Bass Point,Diving,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.01.12-Flynn.pdf,AU
1917,2004-01-07 00:00:00,2004,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"West Beach, Port Alfred",Surfing and Other Board Sports,M,22,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.01.07-Horsfield.pdf,ZA
1918,2004-01-03 00:00:00,2004,Sea Disaster,EGYPT,Sinai Peninsula,Off Sharm El-Sheikh,Sea Disaster,,0,Y,03:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.01.03.a-RedSeaAirDisaster.pdf,EG
1919,,2004,Unprovoked,AUSTRALIA,Western Australia,Redgate Beach,Surfing and Other Board Sports,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.00.00-Carlsen.pdf,AU
1920,2003-12-31 00:00:00,2003,Watercraft,SOUTH AFRICA,KwaZulu-Natal,Salt Rock ,Other,,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.12.31-SaltRock.pdf,ZA
1921,2003-12-13 00:00:00,2003,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,M,13,N,13:15:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.12.13.b-boy.pdf,US
1922,2003-12-13 00:00:00,2003,Unprovoked,NEW ZEALAND,Cook Islands,Pukapuka Northern Group,Swimming,M,45,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.12.13.a-Vaotiare.pdf,NZ
1923,2003-12-08 00:00:00,2003,Unprovoked,AUSTRALIA,Victoria,Collendina Beach east of Ocean Grove,Surfing and Other Board Sports,M,36,N,09:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.12.08-Myer.pdf,AU
1924,2003-11-30 00:00:00,2003,Unprovoked,AUSTRALIA,Western Australia,Perth? (Margaret River District),Swimming,M,0,N,11:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.11.30.b-Scott.pdf,AU
1925,2003-11-30 00:00:00,2003,Unprovoked,AUSTRALIA,Western Australia,Perth? (Margaret River District),Swimming,M,0,N,11:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.11.30.a-Halverson.pdf,AU
1926,2003-11-27 00:00:00,2003,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sodwana,Fishing,M,21,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.11.27-Jee.pdf,ZA
1927,2003-11-22 00:00:00,2003,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing and Other Board Sports,F,35,N,15:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.11.22-Trumbauer.pdf,US
1928,2003-11-12 00:00:00,2003,Unprovoked,INDIA,Tamil Nadu,"Mahabalipuram beach, 37 km south of Chennai",Surfing and Other Board Sports,M,35,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.11.12-Moquin.pdf,IN
1929,2003-11-12 00:00:00,2003,Unprovoked,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",Surfing and Other Board Sports,M,24,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.11.12.a-NV-Crawford.pdf,US
1930,2003-11-06 00:00:00,2003,Unprovoked,EGYPT,Sinai Peninsula,"Sha’ab Mahmud, Ras Mohamed Park",Snorkeling,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.11.06.b-Fedorov.pdf,EG
1931,2003-11-06 00:00:00,2003,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Karridene,Other,,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.11.06.a-Karridene.pdf,ZA
1932,2003-11-01 00:00:00,2003,Unprovoked,AUSTRALIA,New South Wales,"Seal Rocks, north of Newcastle",Other,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.11.01-SealRocks.pdf,AU
1933,,2003,Provoked,PANAMA,Pearl Islands,,Fishing,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.11.00-RichardHatch.pdf,PA
1934,2003-10-31 00:00:00,2003,Unprovoked,USA,Florida,"Ponte Vedra Beach, St. Johns County",Surfing and Other Board Sports,M,18,N,15:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.10.31.c-Gray.pdf,US
1935,2003-10-31 00:00:00,2003,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Seal Rocks",Surfing and Other Board Sports,M,22,N,17:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.10.31.b-Anthony.pdf,AU
1936,2003-10-31 00:00:00,2003,Unprovoked,USA,Hawaii,"Tunnels surf break off Makua Beach, Kaua''i",Surfing and Other Board Sports,F,13,N,07:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.10.31.a-BethanyHamilton.pdf,US
1937,2003-10-27 00:00:00,2003,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing and Other Board Sports,M,46,N,12:20:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.10.27-Hauser.pdf,US
1938,2003-10-14 00:00:00,2003,Unprovoked,USA,Florida,Near Patrick Air Force Base Brevard County,Surfing and Other Board Sports,M,19,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.10.14-male.pdf,US
1939,2003-10-05 00:00:00,2003,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Surfing and Other Board Sports,F,0,N,15:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.10.05.e-female.pdf,US
1940,2003-10-05 00:00:00,2003,Unprovoked,USA,Florida,"Stuart Park Beach, Martin County",Surfing and Other Board Sports,M,18,N,14:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.10.05.d-surfer.pdf,US
1941,2003-10-05 00:00:00,2003,Provoked,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",Surfing and Other Board Sports,M,30,N,14:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.10.05.c-Eckstein.pdf,US
1942,2003-10-05 00:00:00,2003,Unprovoked,USA,Florida,"Crawford Road beach approach at New Smyrna Beach, Volusia County",Other,M,50,N,12:02:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.10.05.b-DeMartino.pdf,US
1943,2003-10-05 00:00:00,2003,Unprovoked,USA,Hawaii,"Cove Beach / Kalama Beach, Kihei, Maui",Fishing,F,41,N,12:55:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.10.05.a-Clara-Alo.pdf,US
1944,2003-09-29 00:00:00,2003,Unprovoked,FIJI,Taveuni,Welagi coastal reef off Drekeniwai,Wading,M,40,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.09.29-Mate.pdf,FJ
1945,2003-09-28 00:00:00,2003,Unprovoked,USA,Florida,"North Hutchinson Island, St. Lucie Couny",Surfing and Other Board Sports,M,16,N,07:45:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.09.28-S.Johnson.pdf,US
1946,2003-09-21 00:00:00,2003,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing and Other Board Sports,M,21,N,11:45:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.09.21-Jimmy-Arnold.pdf,US
1947,2003-09-19 00:00:00,2003,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing and Other Board Sports,M,19,N,16:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.09.19-DavidCales.pdf,US
